order_id,order_date,region,channel,customer_id,product_id,units,revenue,status
ORD-102771,2025-07-04,EMEA,Retail,CUST-2859,SKU-1004,2,261.47,fulfilled
ORD-102772,2024-01-16,APAC,Retail,CUST-1709,SKU-1004,2,343.56,cancelled
ORD-102773,2025-01-18,LATAM,Retail,CUST-2578,SKU-1010,2,101.95,fulfilled
ORD-102774,2025-07-03,LATAM,Retail,CUST-2340,SKU-1008,4,327.36,cancelled
ORD-102775,2024-11-05,AMER,Web,CUST-1920,SKU-1005,1,23.75,refunded
ORD-102776,2024-12-30,APAC,Retail,CUST-1968,SKU-1004,3,393.69,fulfilled
ORD-102777,2025-10-31,AMER,Web,CUST-3717,SKU-1016,3,120.27,cancelled
ORD-102778,2024-01-22,LATAM,Wholesale,CUST-4488,SKU-1005,5,128.7,refunded
ORD-102779,2025-05-26,LATAM,Retail,CUST-4908,SKU-1006,4,429.96,fulfilled
ORD-102780,2025-06-20,AMER,Wholesale,CUST-3297,SKU-1019,2,30.91,fulfilled
ORD-102781,2024-03-24,AMER,Web,CUST-3650,SKU-1011,3,79.91,fulfilled
ORD-102782,2025-01-17,LATAM,Retail,CUST-3655,SKU-1019,5,83.4,fulfilled
ORD-102783,2024-06-03,APAC,Wholesale,CUST-2021,SKU-1004,2,337.3,fulfilled
ORD-102784,2025-08-26,APAC,Web,CUST-2510,SKU-1012,3,168.39,fulfilled
ORD-102785,2025-07-09,LATAM,Wholesale,CUST-1587,SKU-1016,2,74.27,refunded
ORD-102786,2024-07-01,APAC,Wholesale,CUST-3460,SKU-1018,5,275.26,fulfilled
ORD-102787,2025-12-05,EMEA,Wholesale,CUST-1726,SKU-1003,4,835,fulfilled
ORD-102788,2024-08-15,EMEA,Web,CUST-3843,SKU-1020,4,286.12,fulfilled
ORD-102789,2025-11-14,LATAM,Web,CUST-4680,SKU-1013,2,144.84,cancelled
ORD-102790,2025-09-14,APAC,Retail,CUST-3697,SKU-1014,5,350.75,fulfilled
ORD-102791,2025-01-14,APAC,Web,CUST-2021,SKU-1010,2,98.79,fulfilled
ORD-102792,2024-02-21,EMEA,Web,CUST-3746,SKU-1014,3,260.2,fulfilled
ORD-102793,2025-06-17,AMER,Wholesale,CUST-2721,SKU-1016,4,181.43,fulfilled
ORD-102794,2024-03-11,LATAM,Web,CUST-4175,SKU-1014,2,181.9,refunded
ORD-102795,2025-11-08,EMEA,Retail,CUST-1665,SKU-1019,2,25,fulfilled
ORD-102796,2024-04-12,EMEA,Web,CUST-4474,SKU-1003,2,473.9,fulfilled
ORD-102797,2025-01-26,AMER,Wholesale,CUST-1095,SKU-1014,2,163.73,refunded
ORD-102798,2024-02-07,APAC,Web,CUST-1258,SKU-1009,2,232.32,fulfilled
ORD-102799,2024-07-28,EMEA,Web,CUST-4274,SKU-1001,4,685.37,cancelled
ORD-102800,2025-08-05,APAC,Wholesale,CUST-2819,SKU-1003,2,397.1,fulfilled
ORD-102801,2025-02-07,EMEA,Retail,CUST-4300,SKU-1004,2,322.65,fulfilled
ORD-102802,2024-06-26,LATAM,Web,CUST-1753,SKU-1007,5,141.57,fulfilled
ORD-102803,2024-04-14,APAC,Retail,CUST-1499,SKU-1008,1,101.89,fulfilled
ORD-102804,2024-07-30,LATAM,Wholesale,CUST-1022,SKU-1001,4,722.25,fulfilled
ORD-102805,2024-06-19,EMEA,Web,CUST-4336,SKU-1003,1,255.44,fulfilled
ORD-102806,2024-06-04,LATAM,Retail,CUST-3063,SKU-1014,4,359.39,fulfilled
ORD-102807,2025-01-04,EMEA,Retail,CUST-4271,SKU-1009,2,227.67,cancelled
ORD-102808,2025-07-30,AMER,Web,CUST-3506,SKU-1012,5,390.06,fulfilled
ORD-102809,2024-08-26,LATAM,Wholesale,CUST-2311,SKU-1017,2,200.62,fulfilled
ORD-102810,2025-11-12,AMER,Web,CUST-3029,SKU-1013,3,199.67,fulfilled
ORD-102811,2024-09-11,EMEA,Retail,CUST-4406,SKU-1007,5,94.43,fulfilled
ORD-102812,2025-02-23,EMEA,Wholesale,CUST-1893,SKU-1020,2,169.72,fulfilled
ORD-102813,2024-08-14,LATAM,Web,CUST-2365,SKU-1016,2,75.91,fulfilled
ORD-102814,2024-02-23,APAC,Wholesale,CUST-2597,SKU-1012,1,71,refunded
ORD-102815,2025-12-14,LATAM,Wholesale,CUST-2035,SKU-1020,5,296.7,fulfilled
ORD-102816,2025-06-18,EMEA,Retail,CUST-4322,SKU-1004,1,163.24,cancelled
ORD-102817,2025-12-24,LATAM,Retail,CUST-1129,SKU-1001,2,272.7,fulfilled
ORD-102818,2025-05-13,LATAM,Wholesale,CUST-1952,SKU-1017,1,108.24,refunded
ORD-102819,2024-03-29,AMER,Wholesale,CUST-3219,SKU-1013,2,183.74,fulfilled
ORD-102820,2025-08-14,APAC,Wholesale,CUST-2757,SKU-1003,2,360.71,fulfilled
ORD-102821,2025-10-23,EMEA,Retail,CUST-4729,SKU-1021,2,32.3,fulfilled
ORD-102822,2025-12-02,APAC,Retail,CUST-4430,SKU-1016,3,103.02,refunded
ORD-102823,2024-03-08,EMEA,Wholesale,CUST-4352,SKU-1021,2,39.8,fulfilled
ORD-102824,2025-04-26,APAC,Retail,CUST-4892,SKU-1006,5,597.83,cancelled
ORD-102825,2024-06-23,AMER,Wholesale,CUST-2900,SKU-1012,5,440.44,fulfilled
ORD-102826,2025-02-02,EMEA,Web,CUST-1051,SKU-1002,2,435.43,fulfilled
ORD-102827,2024-04-19,AMER,Web,CUST-3403,SKU-1020,1,97.15,fulfilled
ORD-102828,2025-02-22,EMEA,Wholesale,CUST-1303,SKU-1021,3,63.81,fulfilled
ORD-102829,2024-02-02,LATAM,Wholesale,CUST-2070,SKU-1006,2,252.33,fulfilled
ORD-102830,2024-09-01,LATAM,Retail,CUST-4655,SKU-1018,2,83.65,refunded
ORD-102831,2025-07-05,APAC,Retail,CUST-1686,SKU-1004,5,743.77,refunded
ORD-102832,2024-12-31,APAC,Web,CUST-3569,SKU-1001,4,532.41,fulfilled
ORD-102833,2024-06-09,APAC,Wholesale,CUST-2789,SKU-1015,3,261.04,fulfilled
ORD-102834,2025-05-27,LATAM,Web,CUST-1871,SKU-1006,3,377.66,fulfilled
ORD-102835,2025-10-22,EMEA,Web,CUST-4487,SKU-1017,3,273.21,cancelled
ORD-102836,2024-01-04,APAC,Retail,CUST-1903,SKU-1018,3,158.93,fulfilled
ORD-102837,2025-02-20,APAC,Wholesale,CUST-1824,SKU-1019,2,36.82,fulfilled
ORD-102838,2024-10-25,AMER,Wholesale,CUST-2783,SKU-1009,2,186.92,fulfilled
ORD-102839,2024-11-05,APAC,Retail,CUST-1206,SKU-1020,1,57.46,cancelled
ORD-102840,2024-12-22,APAC,Wholesale,CUST-4175,SKU-1012,1,55.69,cancelled
ORD-102841,2024-01-03,LATAM,Wholesale,CUST-4241,SKU-1001,1,168.72,fulfilled
ORD-102842,2024-05-20,LATAM,Retail,CUST-4395,SKU-1012,2,176.4,fulfilled
ORD-102843,2025-03-03,AMER,Retail,CUST-4077,SKU-1015,2,162.46,fulfilled
ORD-102844,2025-12-11,LATAM,Web,CUST-4598,SKU-1017,5,377.01,cancelled
ORD-102845,2024-05-23,AMER,Wholesale,CUST-4209,SKU-1012,3,215.34,fulfilled
ORD-102846,2025-11-13,AMER,Wholesale,CUST-1568,SKU-1016,5,159.28,refunded
ORD-102847,2025-09-13,AMER,Wholesale,CUST-3369,SKU-1007,3,66.41,fulfilled
ORD-102848,2025-07-25,LATAM,Wholesale,CUST-1547,SKU-1013,2,173.33,fulfilled
ORD-102849,2025-09-04,AMER,Wholesale,CUST-1362,SKU-1002,3,481.67,fulfilled
ORD-102850,2024-06-25,LATAM,Web,CUST-1655,SKU-1008,1,113.11,fulfilled
ORD-102851,2024-11-16,AMER,Retail,CUST-2812,SKU-1009,2,195.66,fulfilled
ORD-102852,2025-03-16,APAC,Retail,CUST-2494,SKU-1003,4,964.5,cancelled
ORD-102853,2024-04-12,APAC,Web,CUST-3149,SKU-1005,3,90.15,fulfilled
ORD-102854,2024-06-13,LATAM,Web,CUST-1680,SKU-1016,5,247.13,fulfilled
ORD-102855,2024-03-17,LATAM,Retail,CUST-3786,SKU-1013,1,98.49,cancelled
ORD-102856,2025-04-08,LATAM,Wholesale,CUST-3646,SKU-1019,3,56.15,fulfilled
ORD-102857,2024-02-09,LATAM,Retail,CUST-2040,SKU-1005,3,80.11,fulfilled
ORD-102858,2025-08-23,EMEA,Web,CUST-1593,SKU-1013,4,288.98,fulfilled
ORD-102859,2024-11-19,EMEA,Retail,CUST-2686,SKU-1004,2,242.04,fulfilled
ORD-102860,2025-06-23,AMER,Wholesale,CUST-1890,SKU-1017,5,567.92,fulfilled
ORD-102861,2025-07-22,EMEA,Wholesale,CUST-2382,SKU-1008,5,521.83,fulfilled
ORD-102862,2025-10-14,APAC,Web,CUST-4452,SKU-1005,3,60.77,fulfilled
ORD-102863,2024-02-13,APAC,Web,CUST-2770,SKU-1020,3,247.14,fulfilled
ORD-102864,2025-01-29,EMEA,Wholesale,CUST-3657,SKU-1004,4,538.58,fulfilled
ORD-102865,2025-02-23,APAC,Web,CUST-4350,SKU-1012,2,145.49,fulfilled
ORD-102866,2025-02-17,LATAM,Retail,CUST-1789,SKU-1015,4,320.35,fulfilled
ORD-102867,2025-05-04,EMEA,Retail,CUST-3173,SKU-1011,2,52.67,fulfilled
ORD-102868,2024-06-09,AMER,Web,CUST-1288,SKU-1011,3,65,fulfilled
ORD-102869,2025-02-08,LATAM,Retail,CUST-1781,SKU-1021,1,21.77,cancelled
ORD-102870,2024-10-24,APAC,Wholesale,CUST-4750,SKU-1006,4,350.67,refunded
ORD-102871,2024-02-21,EMEA,Web,CUST-2351,SKU-1016,1,44.89,refunded
ORD-102872,2025-03-09,AMER,Wholesale,CUST-3035,SKU-1003,1,256.42,fulfilled
ORD-102873,2025-11-30,EMEA,Wholesale,CUST-4444,SKU-1004,2,265.89,fulfilled
ORD-102874,2025-03-06,APAC,Retail,CUST-4146,SKU-1001,5,1016.51,fulfilled
ORD-102875,2025-07-15,LATAM,Retail,CUST-4395,SKU-1017,1,104.43,cancelled
ORD-102876,2024-07-31,APAC,Retail,CUST-3450,SKU-1018,1,47.97,fulfilled
ORD-102877,2025-09-18,LATAM,Web,CUST-1095,SKU-1005,5,117.95,fulfilled
ORD-102878,2024-08-04,AMER,Web,CUST-1616,SKU-1012,4,220.86,fulfilled
ORD-102879,2025-06-18,EMEA,Retail,CUST-4152,SKU-1001,4,742.57,fulfilled
ORD-102880,2025-06-19,EMEA,Web,CUST-4747,SKU-1020,3,214.76,cancelled
ORD-102881,2024-05-17,AMER,Retail,CUST-3346,SKU-1018,5,312.98,fulfilled
ORD-102882,2024-06-08,EMEA,Retail,CUST-2276,SKU-1003,5,1028.72,cancelled
ORD-102883,2025-02-28,AMER,Web,CUST-4898,SKU-1008,3,286.89,cancelled
ORD-102884,2024-03-08,EMEA,Web,CUST-1068,SKU-1003,4,966.19,cancelled
ORD-102885,2024-10-10,AMER,Wholesale,CUST-1743,SKU-1017,1,74.89,fulfilled
ORD-102886,2025-01-29,APAC,Retail,CUST-3672,SKU-1019,2,34.29,fulfilled
ORD-102887,2025-06-22,AMER,Retail,CUST-1110,SKU-1004,2,357.37,fulfilled
ORD-102888,2024-10-02,APAC,Wholesale,CUST-4011,SKU-1004,1,128.96,fulfilled
ORD-102889,2024-10-24,AMER,Wholesale,CUST-2925,SKU-1001,5,738.72,fulfilled
ORD-102890,2024-07-26,AMER,Wholesale,CUST-1241,SKU-1015,2,182.32,fulfilled
ORD-102891,2024-12-31,AMER,Retail,CUST-1965,SKU-1019,5,73.11,fulfilled
ORD-102892,2025-01-08,LATAM,Wholesale,CUST-1475,SKU-1019,1,14.15,fulfilled
ORD-102893,2024-01-30,EMEA,Web,CUST-1620,SKU-1011,2,47.21,refunded
ORD-102894,2025-05-09,LATAM,Web,CUST-4258,SKU-1009,5,568.95,refunded
ORD-102895,2025-04-08,APAC,Web,CUST-1084,SKU-1005,2,66.73,refunded
ORD-102896,2025-09-30,APAC,Web,CUST-4357,SKU-1008,4,334.6,fulfilled
ORD-102897,2025-06-28,EMEA,Wholesale,CUST-3517,SKU-1016,5,225.38,cancelled
ORD-102898,2024-07-08,AMER,Retail,CUST-1503,SKU-1017,3,324.43,fulfilled
ORD-102899,2025-04-08,AMER,Retail,CUST-2017,SKU-1006,3,378.99,cancelled
ORD-102900,2024-01-22,APAC,Web,CUST-1295,SKU-1012,3,201.03,fulfilled
ORD-102901,2024-01-12,APAC,Retail,CUST-3706,SKU-1013,1,96.78,cancelled
ORD-102902,2024-12-16,APAC,Retail,CUST-4662,SKU-1017,2,196.25,cancelled
ORD-102903,2024-02-10,LATAM,Wholesale,CUST-1311,SKU-1002,1,252.67,refunded
ORD-102904,2025-05-20,EMEA,Web,CUST-2467,SKU-1020,1,88.72,fulfilled
ORD-102905,2024-10-25,APAC,Retail,CUST-1699,SKU-1006,4,345.94,fulfilled
ORD-102906,2024-10-12,APAC,Wholesale,CUST-3735,SKU-1007,3,68.44,fulfilled
ORD-102907,2024-10-04,APAC,Retail,CUST-1240,SKU-1002,4,756.56,fulfilled
ORD-102908,2024-05-24,AMER,Retail,CUST-3697,SKU-1013,1,91.37,fulfilled
ORD-102909,2025-05-04,EMEA,Retail,CUST-1591,SKU-1004,2,386.81,cancelled
ORD-102910,2024-04-07,EMEA,Web,CUST-4872,SKU-1013,2,220.73,fulfilled
ORD-102911,2025-07-01,APAC,Wholesale,CUST-3555,SKU-1002,3,693.78,fulfilled
ORD-102912,2024-04-19,EMEA,Retail,CUST-1698,SKU-1006,2,262.58,refunded
ORD-102913,2025-10-07,APAC,Wholesale,CUST-4412,SKU-1021,4,56.72,refunded
ORD-102914,2024-08-23,APAC,Web,CUST-1325,SKU-1002,5,956.93,fulfilled
ORD-102915,2025-02-03,EMEA,Retail,CUST-4205,SKU-1001,4,777.92,fulfilled
ORD-102916,2025-06-25,APAC,Wholesale,CUST-1251,SKU-1017,5,528.39,fulfilled
ORD-102917,2024-04-18,APAC,Wholesale,CUST-3811,SKU-1019,3,56.95,fulfilled
ORD-102918,2025-12-27,APAC,Web,CUST-2542,SKU-1007,4,105.77,fulfilled
ORD-102919,2025-10-20,EMEA,Wholesale,CUST-1200,SKU-1002,4,710.79,fulfilled
ORD-102920,2025-09-11,APAC,Web,CUST-3797,SKU-1004,4,537.77,refunded
ORD-102921,2024-12-31,EMEA,Web,CUST-3934,SKU-1018,4,152.54,fulfilled
ORD-102922,2024-03-31,AMER,Retail,CUST-4742,SKU-1003,3,810.01,refunded
ORD-102923,2024-11-25,EMEA,Wholesale,CUST-2367,SKU-1002,5,905.24,fulfilled
ORD-102924,2025-05-02,EMEA,Retail,CUST-1270,SKU-1015,4,408.32,fulfilled
ORD-102925,2024-08-18,APAC,Retail,CUST-2502,SKU-1001,4,522.97,fulfilled
ORD-102926,2025-07-04,APAC,Retail,CUST-1869,SKU-1007,2,50.23,fulfilled
ORD-102927,2025-03-20,APAC,Retail,CUST-3932,SKU-1014,4,313.72,fulfilled
ORD-102928,2025-04-10,LATAM,Retail,CUST-2091,SKU-1001,2,406.57,fulfilled
ORD-102929,2024-02-07,APAC,Wholesale,CUST-4766,SKU-1008,1,113.94,fulfilled
ORD-102930,2024-05-18,LATAM,Retail,CUST-1056,SKU-1003,4,988.55,fulfilled
ORD-102931,2024-06-30,AMER,Wholesale,CUST-4367,SKU-1005,4,101.75,refunded
ORD-102932,2025-04-07,APAC,Web,CUST-3809,SKU-1008,3,371.78,refunded
ORD-102933,2024-02-11,AMER,Wholesale,CUST-1639,SKU-1014,2,170.19,fulfilled
ORD-102934,2025-01-06,LATAM,Web,CUST-2831,SKU-1004,1,135.9,fulfilled
ORD-102935,2024-11-22,LATAM,Retail,CUST-1628,SKU-1017,3,268.44,refunded
ORD-102936,2025-09-11,APAC,Web,CUST-4653,SKU-1005,2,43.2,fulfilled
ORD-102937,2024-10-11,LATAM,Wholesale,CUST-4251,SKU-1021,3,56.44,refunded
ORD-102938,2025-09-25,AMER,Web,CUST-3266,SKU-1005,2,47.78,fulfilled
ORD-102939,2024-11-13,EMEA,Retail,CUST-4692,SKU-1010,2,86.27,fulfilled
ORD-102940,2025-02-05,LATAM,Wholesale,CUST-4913,SKU-1016,1,50.03,fulfilled
ORD-102941,2025-04-02,EMEA,Web,CUST-1642,SKU-1002,3,635.01,cancelled
ORD-102942,2024-08-24,LATAM,Wholesale,CUST-3743,SKU-1010,1,41.18,fulfilled
ORD-102943,2024-12-19,AMER,Retail,CUST-2684,SKU-1011,4,73.17,fulfilled
ORD-102944,2025-12-10,LATAM,Retail,CUST-2257,SKU-1008,5,472.35,refunded
ORD-102945,2024-12-31,LATAM,Wholesale,CUST-2269,SKU-1011,4,92.11,fulfilled
ORD-102946,2024-09-05,AMER,Retail,CUST-4609,SKU-1010,3,143.08,refunded
ORD-102947,2024-03-26,EMEA,Web,CUST-4781,SKU-1002,2,421.74,fulfilled
ORD-102948,2024-07-29,AMER,Wholesale,CUST-1920,SKU-1019,4,66.58,fulfilled
ORD-102949,2025-01-07,AMER,Retail,CUST-1174,SKU-1012,3,235.6,cancelled
ORD-102950,2024-02-15,APAC,Web,CUST-3166,SKU-1004,4,737.55,fulfilled
ORD-102951,2024-06-06,EMEA,Web,CUST-1353,SKU-1007,4,105.17,fulfilled
ORD-102952,2024-11-03,EMEA,Wholesale,CUST-2938,SKU-1021,3,46.77,fulfilled
ORD-102953,2025-12-09,AMER,Web,CUST-1009,SKU-1006,1,102.57,fulfilled
ORD-102954,2024-06-12,APAC,Retail,CUST-1233,SKU-1006,2,206.66,fulfilled
ORD-102955,2025-12-30,AMER,Web,CUST-3604,SKU-1009,5,400.45,cancelled
ORD-102956,2025-01-28,APAC,Retail,CUST-4772,SKU-1002,3,649.49,fulfilled
ORD-102957,2024-05-30,AMER,Wholesale,CUST-2935,SKU-1004,1,173.6,refunded
ORD-102958,2025-04-26,APAC,Retail,CUST-3576,SKU-1017,1,106.08,refunded
ORD-102959,2024-04-13,AMER,Web,CUST-3454,SKU-1015,4,422.54,fulfilled
ORD-102960,2025-04-04,LATAM,Retail,CUST-2546,SKU-1010,4,206.44,cancelled
ORD-102961,2024-10-03,APAC,Retail,CUST-1197,SKU-1016,4,131.32,fulfilled
ORD-102962,2025-09-25,AMER,Retail,CUST-2946,SKU-1007,1,21.89,fulfilled
ORD-102963,2025-09-16,AMER,Wholesale,CUST-1453,SKU-1009,5,365.85,fulfilled
ORD-102964,2024-05-16,LATAM,Web,CUST-2621,SKU-1006,5,575.37,fulfilled
ORD-102965,2025-10-16,EMEA,Retail,CUST-2119,SKU-1011,5,97.75,cancelled
ORD-102966,2025-03-21,APAC,Retail,CUST-3806,SKU-1004,2,327.73,fulfilled
ORD-102967,2025-08-22,AMER,Retail,CUST-3574,SKU-1006,5,463.09,fulfilled
ORD-102968,2025-07-17,AMER,Web,CUST-3498,SKU-1015,5,457.44,cancelled
ORD-102969,2025-10-27,AMER,Wholesale,CUST-2282,SKU-1011,2,40.98,fulfilled
ORD-102970,2025-07-08,APAC,Web,CUST-3207,SKU-1009,4,381.18,cancelled
ORD-102971,2024-11-24,AMER,Retail,CUST-2556,SKU-1008,3,233.06,fulfilled
ORD-102972,2024-09-23,APAC,Web,CUST-1608,SKU-1012,3,202.92,refunded
ORD-102973,2024-09-07,AMER,Retail,CUST-3788,SKU-1007,5,98.13,refunded
ORD-102974,2025-12-24,EMEA,Web,CUST-2989,SKU-1010,1,46.95,fulfilled
ORD-102975,2025-07-30,LATAM,Wholesale,CUST-1125,SKU-1009,3,325.17,refunded
ORD-102976,2025-04-17,APAC,Retail,CUST-1818,SKU-1003,3,688.37,fulfilled
ORD-102977,2025-01-31,LATAM,Wholesale,CUST-1657,SKU-1020,1,67.89,cancelled
ORD-102978,2024-07-03,AMER,Wholesale,CUST-1324,SKU-1002,1,213.57,fulfilled
ORD-102979,2024-08-12,EMEA,Wholesale,CUST-4937,SKU-1011,1,23.39,fulfilled
ORD-102980,2024-01-29,EMEA,Web,CUST-1222,SKU-1008,3,251.74,fulfilled
ORD-102981,2025-05-28,EMEA,Wholesale,CUST-1753,SKU-1004,4,602.2,fulfilled
ORD-102982,2024-06-02,AMER,Wholesale,CUST-4378,SKU-1015,1,83.72,cancelled
ORD-102983,2025-01-04,EMEA,Wholesale,CUST-3142,SKU-1001,5,878.38,fulfilled
ORD-102984,2025-11-12,LATAM,Retail,CUST-2209,SKU-1011,1,16.31,fulfilled
ORD-102985,2024-03-10,LATAM,Retail,CUST-3185,SKU-1004,1,165.97,fulfilled
ORD-102986,2024-01-04,APAC,Retail,CUST-4026,SKU-1014,3,206.82,fulfilled
ORD-102987,2025-06-01,EMEA,Web,CUST-2862,SKU-1018,5,266.92,cancelled
ORD-102988,2025-07-03,APAC,Web,CUST-3715,SKU-1021,1,17.58,fulfilled
ORD-102989,2024-01-06,EMEA,Web,CUST-1012,SKU-1013,5,406.5,refunded
ORD-102990,2024-05-28,LATAM,Wholesale,CUST-2141,SKU-1005,5,167.17,cancelled
ORD-102991,2025-08-16,AMER,Retail,CUST-3011,SKU-1010,2,92.77,fulfilled
ORD-102992,2025-01-20,EMEA,Web,CUST-2873,SKU-1006,1,115.9,fulfilled
ORD-102993,2025-07-31,EMEA,Web,CUST-1006,SKU-1021,2,45.57,refunded
ORD-102994,2025-11-09,EMEA,Retail,CUST-4982,SKU-1002,2,364.68,fulfilled
ORD-102995,2024-05-05,AMER,Retail,CUST-3338,SKU-1009,3,356.82,fulfilled
ORD-102996,2025-05-26,LATAM,Wholesale,CUST-3533,SKU-1017,4,497.13,cancelled
ORD-102997,2024-06-12,EMEA,Wholesale,CUST-4520,SKU-1020,3,204.85,cancelled
ORD-102998,2024-09-17,EMEA,Wholesale,CUST-2497,SKU-1001,3,411.54,fulfilled
ORD-102999,2024-06-27,AMER,Wholesale,CUST-4743,SKU-1013,5,490.71,fulfilled
ORD-103000,2024-03-14,EMEA,Wholesale,CUST-3699,SKU-1001,3,622.95,fulfilled
ORD-103001,2025-04-17,EMEA,Web,CUST-3940,SKU-1004,2,336.17,fulfilled
ORD-103002,2025-06-06,EMEA,Wholesale,CUST-4851,SKU-1004,3,517.4,refunded
ORD-103003,2024-12-31,APAC,Retail,CUST-3348,SKU-1001,2,287.5,refunded
ORD-103004,2024-07-18,LATAM,Web,CUST-1547,SKU-1013,3,234.86,fulfilled
ORD-103005,2024-04-13,AMER,Wholesale,CUST-3633,SKU-1021,1,23.65,cancelled
ORD-103006,2024-11-17,AMER,Wholesale,CUST-2188,SKU-1021,5,96.71,fulfilled
ORD-103007,2025-02-04,LATAM,Web,CUST-1513,SKU-1005,1,26.21,fulfilled
ORD-103008,2025-12-16,EMEA,Retail,CUST-3738,SKU-1001,2,329.83,cancelled
ORD-103009,2025-06-04,LATAM,Wholesale,CUST-3495,SKU-1010,4,224.98,fulfilled
ORD-103010,2025-05-18,APAC,Wholesale,CUST-2579,SKU-1006,1,134.72,cancelled
ORD-103011,2025-01-25,AMER,Web,CUST-4799,SKU-1002,4,777.1,fulfilled
ORD-103012,2025-01-24,LATAM,Wholesale,CUST-4271,SKU-1008,5,406.34,fulfilled
ORD-103013,2025-01-17,APAC,Wholesale,CUST-2607,SKU-1002,1,229.84,cancelled
ORD-103014,2024-05-25,AMER,Wholesale,CUST-3691,SKU-1013,2,192.4,fulfilled
ORD-103015,2025-05-22,AMER,Wholesale,CUST-3458,SKU-1005,2,54.16,fulfilled
ORD-103016,2025-03-11,LATAM,Web,CUST-2232,SKU-1019,4,67.48,fulfilled
ORD-103017,2024-12-28,EMEA,Retail,CUST-3905,SKU-1006,2,193.39,fulfilled
ORD-103018,2024-01-05,LATAM,Wholesale,CUST-4961,SKU-1014,5,361.26,fulfilled
ORD-103019,2024-04-27,AMER,Retail,CUST-2170,SKU-1006,5,558.83,cancelled
ORD-103020,2024-02-08,APAC,Wholesale,CUST-4488,SKU-1015,3,230.32,refunded
ORD-103021,2025-10-31,APAC,Retail,CUST-2776,SKU-1016,5,192.15,fulfilled
ORD-103022,2025-02-01,EMEA,Web,CUST-3324,SKU-1021,1,21.7,fulfilled
ORD-103023,2024-04-12,APAC,Web,CUST-3616,SKU-1020,2,169.36,fulfilled
ORD-103024,2025-07-24,EMEA,Retail,CUST-1867,SKU-1001,2,287.11,fulfilled
ORD-103025,2025-05-18,AMER,Retail,CUST-2097,SKU-1021,4,94.76,fulfilled
ORD-103026,2024-08-22,APAC,Web,CUST-4528,SKU-1005,1,21.59,refunded
ORD-103027,2024-02-21,AMER,Wholesale,CUST-3652,SKU-1012,2,169.8,fulfilled
ORD-103028,2025-02-17,APAC,Web,CUST-2044,SKU-1010,1,50.69,fulfilled
ORD-103029,2025-08-12,EMEA,Wholesale,CUST-4673,SKU-1004,5,690.96,refunded
ORD-103030,2024-05-26,AMER,Retail,CUST-4842,SKU-1017,1,128.03,fulfilled
ORD-103031,2025-11-29,EMEA,Retail,CUST-4429,SKU-1001,5,733,refunded
ORD-103032,2025-06-24,EMEA,Wholesale,CUST-1545,SKU-1004,1,150.65,fulfilled
ORD-103033,2025-06-17,APAC,Web,CUST-2579,SKU-1021,3,65.62,fulfilled
ORD-103034,2024-10-23,LATAM,Wholesale,CUST-4332,SKU-1003,3,524.98,refunded
ORD-103035,2025-10-26,LATAM,Wholesale,CUST-4933,SKU-1010,1,39.81,fulfilled
ORD-103036,2024-03-14,LATAM,Wholesale,CUST-3908,SKU-1003,4,909.16,refunded
ORD-103037,2024-10-12,EMEA,Web,CUST-4673,SKU-1017,3,269.66,fulfilled
ORD-103038,2025-09-02,EMEA,Wholesale,CUST-2793,SKU-1006,1,90.99,refunded
ORD-103039,2024-02-12,LATAM,Web,CUST-1753,SKU-1003,3,623.07,refunded
ORD-103040,2025-10-23,LATAM,Wholesale,CUST-2878,SKU-1017,5,387.56,fulfilled
ORD-103041,2025-09-15,LATAM,Web,CUST-3145,SKU-1012,3,164.4,cancelled
ORD-103042,2024-04-04,APAC,Retail,CUST-2201,SKU-1014,4,320.04,fulfilled
ORD-103043,2024-11-06,EMEA,Retail,CUST-1631,SKU-1004,3,412.09,cancelled
ORD-103044,2025-02-04,EMEA,Wholesale,CUST-1096,SKU-1003,5,1038.03,refunded
ORD-103045,2025-11-05,APAC,Web,CUST-4407,SKU-1009,2,180.1,refunded
ORD-103046,2024-10-06,LATAM,Wholesale,CUST-4197,SKU-1010,5,177.96,refunded
ORD-103047,2024-08-29,AMER,Web,CUST-1163,SKU-1013,4,275.3,fulfilled
ORD-103048,2024-02-07,LATAM,Web,CUST-1080,SKU-1011,4,93.04,fulfilled
ORD-103049,2025-10-15,APAC,Wholesale,CUST-4784,SKU-1013,2,123.19,cancelled
ORD-103050,2024-01-21,EMEA,Wholesale,CUST-3562,SKU-1017,2,218.66,fulfilled
ORD-103051,2024-07-25,LATAM,Wholesale,CUST-3717,SKU-1010,3,153.78,fulfilled
ORD-103052,2025-07-24,APAC,Retail,CUST-3938,SKU-1016,3,122.35,cancelled
ORD-103053,2024-07-20,AMER,Web,CUST-2775,SKU-1009,3,316.66,fulfilled
ORD-103054,2024-06-03,LATAM,Retail,CUST-4472,SKU-1001,5,953.94,fulfilled
ORD-103055,2024-08-05,EMEA,Web,CUST-1817,SKU-1016,2,87.11,fulfilled
ORD-103056,2024-02-23,APAC,Web,CUST-2891,SKU-1007,5,140.81,refunded
ORD-103057,2025-08-05,APAC,Retail,CUST-4078,SKU-1012,5,363.72,fulfilled
ORD-103058,2024-10-30,APAC,Wholesale,CUST-4601,SKU-1015,4,228.68,fulfilled
